ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
15,1010.0,1013.1,28.2,15.6,46,2.8,290,5.7,290,0.0,0.0,1.0,2.01,...,3,2.0
16,1010.1,1013.2,27.7,17.0,52,3.3,300,5.5,300,0.0,0.0,1.0,1.19,...,1,2.0
17,1010.5,1013.6,26.3,16.5,55,3.3,330,7.6,320,0.0,0.0,0.7,0.40,8.0,0,0.0
18,1011.2,1014.3,25.2,16.4,58,2.9,350,7.0,350,0.0,0.0,0.0,0.00,...,0,...
19,1012.0,1015.1,24.2,16.7,63,3.3,350,5.6,360,0.0,0.0,0.0,0.00,...,0,...
20,1012.9,1016.0,23.5,16.7,66,3.2,350,6.4,350,0.0,0.0,...,0.00,6.0,0,0.0
21,1013.2,1016.3,23.2,16.3,65,3.9,360,6.3,350,0.0,0.0,...,0.00,4.0,0,0.0
22,1013.4,1016.5,22.4,16.1,68,3.1,360,6.7,20,0.0,0.0,...,0.00,...,0,...
23,1013.6,1016.7,22.5,16.2,68,2.2,10,5.2,360,0.0,0.0,...,0.00,4.0,0,0.0
24,1013.4,1016.6,21.8,16.1,70,2.5,10,4.0,10,0.0,0.0,...,0.00,...,0,...
01,1013.3,1016.4,22.0,16.5,71,1.4,350,3.9,10,0.0,0.0,...,0.00,...,0,...
02,1013.2,1016.4,21.5,16.5,73,1.5,350,2.9,350,0.0,0.0,...,0.00,4.0,0,0.0
03,1013.1,1016.3,21.3,16.3,73,1.6,360,2.6,330,0.0,0.0,...,0.00,...,0,...
04,1013.1,1016.3,21.2,16.5,75,0.8,340,3.0,360,0.0,0.0,...,0.00,...,0,...
05,1013.5,1016.7,20.9,16.5,76,2.1,360,3.4,360,0.0,0.0,...,0.00,4.0,0,0.0
06,1014.2,1017.4,20.6,16.3,76,2.5,360,5.6,350,0.0,0.0,0.0,0.00,...,0,...
07,1014.7,1017.9,21.5,17.0,76,2.0,10,5.7,30,0.0,0.0,0.3,0.14,...,0,...
08,1015.5,1018.6,22.7,17.4,72,2.9,360,4.9,30,0.0,0.0,1.0,0.84,5.0,1,0.0
09,1015.6,1018.7,24.8,17.6,64,3.1,10,5.9,10,0.0,0.0,1.0,1.60,5.0,2,0.0
10,1015.3,1018.4,26.5,17.6,58,2.7,10,6.0,360,0.0,0.0,1.0,2.30,...,4,...
11,1014.5,1017.6,27.6,17.0,52,1.8,360,5.1,360,0.0,0.0,1.0,2.88,6.0,6,0.0
12,1013.6,1016.7,29.3,16.9,47,2.7,290,5.3,330,0.0,0.0,1.0,3.00,...,7,...
13,1012.9,1016.0,29.9,17.1,46,2.2,290,5.5,290,0.0,0.0,1.0,2.98,...,7,...
14,1012.4,1015.5,29.0,17.2,49,4.7,280,7.8,280,0.0,0.0,1.0,2.56,9.0,5,3.0
15,1012.1,1015.2,28.7,17.6,51,5.1,340,9.5,270,0.0,0.0,1.0,2.03,...,3,...
16,1012.3,1015.4,27.5,17.4,54,5.1,350,9.4,350,0.0,0.0,1.0,1.08,...,1,...
17,1012.7,1015.8,26.5,17.5,58,3.7,350,9.9,330,0.0,0.0,0.5,0.39,7.0,0,2.0
18,1013.0,1016.1,25.4,17.5,62,4.8,350,9.6,350,0.0,0.0,0.0,0.00,...,0,...
19,1013.8,1016.9,24.6,17.8,66,3.7,340,8.7,350,0.0,0.0,0.0,0.00,...,0,...
20,1014.7,1017.8,24.0,17.5,67,4.8,350,9.7,350,0.0,0.0,...,0.00,7.0,0,4.0
21,1014.8,1017.9,23.6,16.9,66,3.5,350,7.4,340,0.0,0.0,...,0.00,7.0,0,5.0
22,1014.8,1017.9,23.2,16.7,67,3.6,340,7.4,350,0.0,0.0,...,0.00,...,0,...
23,1015.0,1018.1,22.7,16.4,68,3.5,340,5.5,330,0.0,0.0,...,0.00,7.0,0,5.0
24,1014.7,1017.8,22.7,16.2,67,2.4,360,6.0,340,0.0,0.0,...,0.00,...,0,...
01,1014.3,1017.5,22.2,16.3,69,1.4,350,4.4,340,0.0,0.0,...,0.00,...,0,...
02,1013.9,1017.1,21.9,16.3,71,1.7,360,3.5,350,0.0,0.0,...,0.00,7.0,0,4.0
03,1013.6,1016.8,21.3,16.3,73,2.7,360,4.7,360,0.0,0.0,...,0.00,...,0,...
04,1013.5,1016.7,21.2,16.4,74,3.0,360,4.8,350,0.0,0.0,...,0.00,...,0,...
05,1013.5,1016.7,21.3,16.7,75,2.4,360,4.5,360,0.0,0.0,...,0.00,5.0,0,0.0
06,1013.9,1017.1,21.0,16.7,76,1.8,360,3.4,340,0.0,0.0,0.0,0.00,...,0,...
07,1014.5,1017.7,21.3,17.1,77,2.7,350,5.2,10,0.0,0.0,0.4,0.14,...,0,...
08,1015.1,1018.3,22.3,17.2,73,4.2,350,7.7,350,0.0,0.0,1.0,0.86,5.0,1,0.0
09,1015.4,1018.5,24.6,17.8,66,2.5,350,6.0,10,0.0,0.0,1.0,1.62,5.0,2,0.0
10,1015.3,1018.4,26.0,17.7,60,2.8,10,5.1,360,0.0,0.0,1.0,2.30,...,4,...
11,1014.6,1017.7,27.6,18.1,56,1.9,360,4.9,330,0.0,0.0,1.0,2.87,5.0,6,0.0
12,1013.9,1017.0,29.0,17.8,51,2.4,350,4.6,360,0.0,0.0,1.0,3.00,...,7,...
13,1013.1,1016.2,29.4,18.5,52,4.5,300,8.1,280,0.0,0.0,1.0,3.00,...,6,...
14,1012.5,1015.6,29.4,18.1,51,4.0,320,8.3,310,0.0,0.0,1.0,2.55,5.0,5,0.0
15,1012.1,1015.2,29.0,17.6,50,3.7,330,7.8,290,0.0,0.0,1.0,1.99,...,3,...
16,1012.2,1015.3,27.4,17.7,55,4.8,330,9.2,320,0.0,0.0,1.0,1.24,...,1,...
17,1012.5,1015.6,26.3,17.1,57,3.5,350,8.3,340,0.0,0.0,0.9,0.42,5.0,0,0.0
18,1012.6,1015.7,25.5,16.8,59,3.3,320,7.5,320,0.0,0.0,0.0,0.00,...,0,...
19,1012.9,1016.0,24.8,17.1,62,3.8,350,6.7,350,0.0,0.0,0.0,0.00,...,0,...
20,1013.6,1016.7,24.5,17.4,65,2.2,360,7.5,350,0.0,0.0,...,0.00,7.0,0,1.0
21,1013.7,1016.8,23.9,17.3,67,2.0,340,6.4,20,0.0,0.0,...,0.00,7.0,0,0.0
22,1013.6,1016.7,23.4,16.7,66,3.1,350,6.3,340,0.0,0.0,...,0.00,...,0,...
23,1013.6,1016.7,22.7,15.8,65,1.9,360,5.6,350,0.0,0.0,...,0.00,10.0,0,0.0
24,1013.1,1016.2,22.5,15.7,65,2.1,360,4.4,360,0.0,0.0,...,0.00,...,0,...
01,1012.4,1015.5,21.8,15.7,68,2.0,350,4.3,360,0.0,0.0,...,0.00,...,0,...
02,1011.8,1014.9,21.7,15.7,69,2.5,360,4.6,360,0.0,0.0,...,0.00,10.0,0,0.0
03,1011.2,1014.3,21.4,16.1,72,1.4,360,4.0,360,0.0,0.0,...,0.00,...,0,...
04,1011.1,1014.2,21.6,16.4,72,1.6,360,2.6,340,0.0,0.0,...,0.00,...,0,...
05,1011.7,1014.9,20.9,16.0,74,2.8,350,3.9,340,0.0,0.0,...,0.00,10.0,0,0.0
06,1012.0,1015.2,20.8,16.3,75,2.8,360,4.3,10,0.0,0.0,0.0,0.00,...,0,...
07,1012.4,1015.6,21.7,17.1,75,0.6,20,2.8,10,0.0,0.0,0.3,0.16,...,0,...
08,1013.0,1016.1,23.6,17.8,70,1.8,360,3.3,20,0.0,0.0,1.0,0.86,8.0,1,0.0
09,1013.4,1016.5,25.0,18.0,65,3.0,340,5.5,350,0.0,0.0,1.0,1.51,6.0,2,0.0
10,1013.0,1016.1,26.4,18.2,61,2.1,10,5.8,20,0.0,0.0,1.0,2.24,...,4,0.0
11,1012.4,1015.5,27.6,18.2,57,2.2,340,4.7,360,0.0,0.0,1.0,2.56,6.0,5,2.0
12,1011.1,1014.2,28.7,18.1,53,3.1,300,5.3,330,0.0,0.0,1.0,3.00,...,6,4.0
13,1010.1,1013.2,28.6,17.4,51,3.4,270,6.3,280,0.0,0.0,0.9,2.74,...,5,4.0
14,1009.3,1012.4,28.4,17.4,51,3.8,290,7.7,290,0.0,0.0,1.0,2.44,8.0,4,2.0
15,1008.9,1012.0,28.3,17.5,52,3.3,290,6.8,290,0.0,0.0,1.0,1.74,...,3,2.0
16,1008.8,1011.9,27.5,17.4,54,4.9,300,7.0,290,0.0,0.0,1.0,1.11,...,1,2.0
17,1009.0,1012.1,26.9,17.0,55,4.0,320,6.8,280,0.0,0.0,0.6,0.36,7.0,0,0.0
18,1009.5,1012.6,25.9,17.0,58,2.5,350,8.3,350,0.0,0.0,0.0,0.00,...,0,...
19,1009.9,1013.0,25.0,17.2,62,3.6,350,7.8,350,0.0,0.0,0.0,0.00,...,0,...
20,1010.6,1013.7,24.3,17.1,64,3.8,350,6.5,350,0.0,0.0,...,0.00,6.0,0,0.0
21,1010.7,1013.8,23.5,16.7,66,4.0,350,9.1,360,0.0,0.0,...,0.00,6.0,0,3.0
22,1010.7,1013.8,23.3,16.0,64,3.5,360,7.0,350,0.0,0.0,...,0.00,...,0,...
23,1010.6,1013.7,22.7,15.9,65,4.1,350,7.8,350,0.0,0.0,...,0.00,6.0,0,4.0
24,1010.1,1013.2,22.3,15.7,66,3.3,340,9.0,330,0.0,0.0,...,0.00,...,0,...
01,1009.8,1012.9,21.7,15.7,69,3.4,350,8.3,360,0.0,0.0,...,0.00,...,0,...
02,1009.2,1012.3,21.2,15.6,70,4.6,350,8.4,340,0.0,0.0,...,0.00,6.0,0,0.0
03,1008.9,1012.0,20.9,15.7,72,3.5,350,8.4,360,0.0,0.0,...,0.00,...,0,...
04,1008.8,1012.0,20.5,15.8,74,4.9,350,7.6,350,0.0,0.0,...,0.00,...,0,...
05,1009.0,1012.2,20.5,15.8,74,3.3,350,8.4,350,0.0,0.0,...,0.00,6.0,0,0.0
06,1009.3,1012.5,20.1,15.8,76,3.6,360,7.1,10,0.0,0.0,0.0,0.00,...,0,...
07,1009.7,1012.9,20.8,15.9,74,4.2,360,7.4,10,0.0,0.0,0.3,0.13,...,0,...
08,1010.1,1013.2,22.3,15.9,67,4.8,350,9.3,340,0.0,0.0,1.0,0.86,12.0,1,0.0
09,1010.2,1013.3,24.0,15.1,58,5.9,360,10.9,360,0.0,0.0,1.0,1.64,10.0,2,0.0
10,1009.7,1012.8,25.3,14.7,52,5.8,360,10.9,350,0.0,0.0,1.0,2.36,...,4,0.0
11,1008.8,1011.9,26.8,15.4,50,5.5,350,11.8,350,0.0,0.0,1.0,2.87,10.0,6,0.0
12,1007.7,1010.8,27.4,14.9,46,6.0,350,12.0,360,0.0,0.0,1.0,3.00,...,7,0.0
13,1006.6,1009.7,28.1,15.4,46,5.4,340,10.4,350,0.0,0.0,1.0,3.00,...,6,0.0
14,1006.1,1009.2,27.9,16.4,50,5.8,340,12.0,310,0.0,0.0,1.0,2.50,8.0,5,1.0
15,1006.1,1009.2,27.1,16.8,53,6.8,330,13.2,320,0.0,0.0,1.0,1.94,...,3,1.0
16,1006.3,1009.4,26.3,17.2,57,5.6,340,13.3,340,0.0,0.0,1.0,1.13,...,1,1.0
17,1006.8,1009.9,25.0,17.2,62,5.9,350,12.8,330,0.0,0.0,0.7,0.39,6.0,0,3.0
18,1007.3,1010.4,24.1,17.0,65,6.8,350,12.4,350,0.0,0.0,0.0,0.00,...,0,...
19,1007.8,1010.9,23.5,17.1,67,5.5,350,13.1,360,0.0,0.0,0.0,0.00,...,0,...
20,1008.4,1011.5,23.1,17.1,69,5.1,350,11.4,350,0.0,0.0,...,0.00,8.0,0,1.0
21,1008.7,1011.8,22.7,16.5,68,5.6,350,9.6,360,0.0,0.0,...,0.00,7.0,0,0.0
22,1008.7,1011.8,22.2,16.4,70,4.2,350,8.3,360,0.0,0.0,...,0.00,...,0,...
23,1008.2,1011.3,22.1,16.5,71,4.3,360,8.8,10,0.0,0.0,...,0.00,10.0,0,0.0
24,1007.9,1011.0,21.6,16.8,74,4.4,360,8.1,350,0.0,0.0,...,0.00,...,0,...
01,1007.5,1010.6,21.7,17.0,75,4.0,350,7.2,350,0.0,0.0,...,0.00,...,0,...
02,1007.2,1010.3,21.2,17.0,77,4.3,360,7.6,350,0.0,0.0,...,0.00,10.0,0,0.0
03,1007.0,1010.1,21.3,17.1,77,3.2,360,6.9,220,0.0,0.0,...,0.00,...,0,...
04,1007.3,1010.4,21.2,17.3,78,2.6,350,6.1,350,0.0,0.0,...,0.00,...,0,...
05,1008.0,1011.1,20.9,17.3,80,4.3,350,7.0,350,0.0,0.0,...,0.00,6.0,0,0.0
06,1008.8,1011.9,20.8,17.0,79,3.2,360,7.2,350,0.0,0.0,0.0,0.00,...,0,...
07,1009.7,1012.8,21.3,17.1,77,4.3,10,8.2,350,0.0,0.0,0.0,0.13,...,0,...
08,1010.2,1013.3,23.0,16.7,68,4.1,360,10.7,10,0.0,0.0,0.8,0.83,10.0,1,4.0
09,1010.7,1013.8,23.8,16.2,62,5.8,360,10.4,20,0.0,0.0,1.0,1.61,10.0,2,0.0
10,1010.4,1013.5,25.3,16.8,59,5.2,360,10.6,20,0.0,0.0,1.0,2.34,...,4,0.0
11,1010.0,1013.1,26.8,17.2,56,4.0,350,10.7,360,0.0,0.0,1.0,2.82,10.0,6,0.0
12,1009.1,1012.2,27.1,17.0,54,6.0,360,11.3,10,0.0,0.0,1.0,3.00,...,6,0.0
13,1008.1,1011.2,27.2,17.3,55,5.9,350,11.1,340,0.0,0.0,1.0,2.98,...,6,0.0
14,1007.7,1010.8,27.0,17.0,54,6.2,340,11.3,330,0.0,0.0,1.0,2.50,10.0,5,1.0
15,1007.7,1010.8,26.8,16.6,54,4.7,350,11.0,330,0.0,0.0,1.0,1.94,...,3,1.0
16,1007.9,1011.0,26.1,17.1,58,5.0,330,9.6,310,0.0,0.0,1.0,1.12,...,1,1.0
17,1008.4,1011.5,25.1,17.0,61,4.0,350,8.7,350,0.0,0.0,0.6,0.38,7.0,0,2.0
18,1009.0,1012.1,24.4,17.1,64,4.1,350,7.7,360,0.0,0.0,0.0,0.00,...,0,...
19,1010.1,1013.2,23.5,17.0,67,5.1,350,7.8,350,0.0,0.0,0.0,0.00,...,0,...
20,1010.9,1014.0,22.7,16.6,68,3.9,360,9.2,350,0.0,0.0,...,0.00,6.0,0,3.0
21,1011.4,1014.5,22.2,16.0,68,4.8,360,9.9,20,0.0,0.0,...,0.00,5.0,0,0.0
22,1011.8,1014.9,21.8,15.3,67,3.9,350,9.4,10,0.0,0.0,...,0.00,...,0,...
23,1011.9,1015.1,21.3,14.3,64,4.5,350,9.8,350,0.0,0.0,...,0.00,5.0,0,0.0
24,1011.7,1014.9,21.0,14.4,66,3.7,350,8.4,320,0.0,0.0,...,0.00,...,0,...
01,1011.4,1014.6,20.8,14.8,69,2.2,350,7.3,360,0.0,0.0,...,0.00,...,0,...
02,1011.2,1014.4,20.8,14.9,69,1.9,360,3.8,30,0.0,0.0,...,0.00,5.0,0,0.0
03,1011.1,1014.3,20.2,14.7,71,1.8,10,4.4,350,0.0,0.0,...,0.00,...,0,...
04,1011.2,1014.4,19.6,14.6,73,2.8,360,4.3,20,0.0,0.0,...,0.00,...,0,...
05,1011.6,1014.8,19.8,15.1,74,2.0,350,3.8,340,0.0,0.0,...,0.00,5.0,0,0.0
06,1012.5,1015.7,19.9,15.5,76,2.7,350,5.2,360,0.0,0.0,0.0,0.00,...,0,...
07,1013.2,1016.4,20.5,15.9,75,2.6,350,5.2,350,0.0,0.0,0.4,0.16,...,0,...
08,1013.7,1016.9,22.0,16.1,69,3.2,360,6.5,30,0.0,0.0,1.0,0.91,6.0,1,2.0
09,1013.8,1016.9,23.9,16.5,63,2.9,10,7.1,10,0.0,0.0,1.0,1.67,7.0,2,2.0
10,1013.5,1016.6,26.8,16.9,55,1.9,350,4.4,20,0.0,0.0,1.0,2.55,...,4,...
11,1013.0,1016.1,27.9,17.3,53,2.5,340,5.0,360,0.0,0.0,1.0,2.90,8.0,6,4.0
12,1012.5,1015.6,28.8,16.6,48,1.8,340,4.8,330,0.0,0.0,1.0,2.88,...,6,...
13,1011.7,1014.8,29.0,16.7,47,2.9,340,5.7,330,0.0,0.0,1.0,2.90,...,6,...
14,1011.3,1014.4,29.2,16.7,47,4.6,340,9.7,330,0.0,0.0,1.0,2.25,6.0,5,4.0
15,1011.4,1014.5,28.4,16.4,48,5.0,340,10.9,360,0.0,0.0,1.0,1.81,...,3,...
16,1012.0,1015.1,26.9,16.0,51,4.2,340,11.5,360,0.0,0.0,0.8,0.99,...,1,...
17,1012.8,1015.9,25.0,15.3,55,4.9,350,12.4,360,0.0,0.0,0.4,0.31,5.0,0,5.0
18,1013.3,1016.4,23.6,14.7,57,5.8,340,11.3,340,0.0,0.0,0.0,0.00,...,0,...
19,1013.9,1017.0,22.9,14.2,58,5.1,350,10.9,360,0.0,0.0,0.0,0.00,...,0,...
20,1014.5,1017.7,22.2,13.3,57,5.0,350,10.6,350,0.0,0.0,...,0.00,6.0,0,5.0
21,1014.8,1018.0,21.8,12.2,54,4.1,350,9.0,330,0.0,0.0,...,0.00,7.0,0,3.0
22,1014.8,1018.0,21.5,12.0,55,2.9,350,7.6,20,0.0,0.0,...,0.00,...,0,...
23,1014.8,1018.0,21.2,12.1,56,2.2,350,6.7,340,0.0,0.0,...,0.00,10.0,0,4.0
24,1014.7,1017.9,20.9,12.4,58,2.0,360,4.8,340,0.0,0.0,...,0.00,...,0,...
01,1014.7,1017.9,20.9,12.7,59,0.9,10,2.8,30,0.0,0.0,...,0.00,...,0,...
02,1014.5,1017.7,21.1,13.0,60,0.0,0,2.3,330,0.0,0.0,...,0.00,10.0,0,1.0
03,1014.3,1017.5,21.4,13.1,59,0.0,0,1.4,320,0.0,0.0,...,0.00,...,0,...
04,1014.6,1017.8,20.3,13.8,66,2.7,360,3.8,360,0.0,0.0,...,0.00,...,0,...
05,1015.2,1018.4,20.1,14.4,70,2.8,10,4.5,360,0.0,0.0,...,0.00,10.0,0,0.0
06,1015.9,1019.1,19.8,13.9,69,3.7,360,6.7,360,0.0,0.0,0.0,0.00,...,0,...
07,1016.5,1019.7,20.7,14.7,68,2.5,360,6.5,360,0.0,0.0,0.3,0.11,...,0,...
08,1016.9,1020.1,22.1,15.5,66,3.6,360,5.8,360,0.0,0.0,1.0,0.87,10.0,1,1.0
09,1017.1,1020.2,24.1,15.9,60,3.5,360,8.3,10,0.0,0.0,1.0,1.60,5.0,2,0.0
10,1016.7,1019.8,26.1,16.4,55,2.5,350,5.8,360,0.0,0.0,1.0,2.31,...,4,...
11,1016.1,1019.2,27.3,16.4,51,3.1,350,6.3,360,0.0,0.0,1.0,2.81,5.0,6,0.0
12,1015.3,1018.4,27.5,16.0,50,4.5,320,7.9,320,0.0,0.0,1.0,3.00,...,6,...
13,1014.8,1017.9,28.1,15.3,46,4.3,320,7.2,330,0.0,0.0,1.0,2.96,...,6,...
14,1013.9,1017.0,27.6,14.3,44,4.6,340,9.3,320,0.0,0.0,1.0,2.44,4.0,4,0.0
15,1013.8,1016.9,26.3,14.1,47,4.9,340,10.6,360,0.0,0.0,1.0,1.84,...,3,...
16,1013.9,1017.0,24.8,13.6,50,5.3,350,11.2,330,0.0,0.0,1.0,1.02,...,1,...
17,1014.3,1017.4,23.4,13.4,53,6.3,350,11.7,360,0.0,0.0,0.6,0.36,5.0,0,4.0
18,1014.7,1017.9,22.0,13.5,59,5.3,350,11.2,330,0.0,0.0,0.0,0.00,...,0,...
19,1015.1,1018.3,21.2,13.5,61,5.0,350,10.7,350,0.0,0.0,0.0,0.00,...,0,...
20,1015.5,1018.7,20.5,13.2,63,4.5,350,10.1,10,0.0,0.0,...,0.00,5.0,0,3.0
21,1015.9,1019.1,20.2,12.8,62,3.6,340,9.8,340,0.0,0.0,...,0.00,10.0,0,2.0
22,1015.9,1019.1,19.8,12.9,64,2.0,340,8.1,350,0.0,0.0,...,0.00,...,0,...
23,1015.6,1018.8,19.7,13.0,65,1.5,10,4.1,350,0.0,0.0,...,0.00,15.0,0,3.0
24,1015.3,1018.5,19.8,13.3,66,0.3,10,3.4,350,0.0,0.0,...,0.00,...,0,...
01,1015.0,1018.2,19.8,13.4,67,1.0,350,2.1,350,0.0,0.0,...,0.00,...,0,...
02,1014.5,1017.7,19.5,13.5,68,0.9,10,2.2,20,0.0,0.0,...,0.00,10.0,0,0.0
03,1014.4,1017.6,19.4,13.7,70,1.1,360,1.9,350,0.0,0.0,...,0.00,...,0,...
04,1014.4,1017.6,19.6,13.8,69,0.0,0,1.8,360,0.0,0.0,...,0.00,...,0,...
05,1014.5,1017.7,19.7,13.8,69,0.0,0,1.2,180,0.0,0.0,...,0.00,10.0,0,0.0
06,1015.0,1018.2,19.7,14.2,71,0.0,0,1.5,120,0.0,0.0,0.0,0.00,...,0,...
07,1015.7,1018.9,20.5,14.8,70,0.0,0,1.7,120,0.0,0.0,0.3,0.12,...,0,...
08,1016.0,1019.1,23.3,16.0,64,0.7,140,2.4,140,0.0,0.0,1.0,0.85,6.0,1,0.0
09,1016.3,1019.4,24.9,16.0,58,0.5,130,3.4,130,0.0,0.0,1.0,1.59,9.0,2,0.0
10,1016.0,1019.1,26.3,15.0,50,1.1,120,3.2,140,0.0,0.0,1.0,2.28,...,4,1.0
11,1015.3,1018.4,26.2,14.9,50,2.4,220,4.3,250,0.0,0.0,1.0,2.78,10.0,5,0.0
12,1014.5,1017.6,27.6,15.1,46,2.1,260,4.9,260,0.0,0.0,1.0,3.00,...,6,1.0
13,1013.6,1016.7,27.2,15.4,48,3.7,280,5.7,290,0.0,0.0,1.0,2.85,...,6,1.0
14,1013.1,1016.2,27.1,14.8,47,3.0,240,6.3,250,0.0,0.0,1.0,2.40,12.0,4,2.0
15,1013.0,1016.1,26.8,13.6,44,2.9,250,5.9,240,0.0,0.0,1.0,1.90,...,3,2.0
16,1012.9,1016.0,26.1,15.0,50,3.7,290,5.7,300,0.0,0.0,1.0,1.07,...,1,2.0
17,1013.2,1016.3,25.1,15.1,54,3.7,300,5.5,290,0.0,0.0,0.5,0.33,9.0,0,2.0
18,1013.7,1016.8,24.9,15.3,55,2.5,330,4.4,310,0.0,0.0,0.0,0.00,...,0,...
19,1014.7,1017.8,24.5,16.2,60,2.6,340,4.7,360,0.0,0.0,0.0,0.00,...,0,...
20,1015.5,1018.6,24.0,16.1,61,1.9,340,4.2,350,0.0,0.0,...,0.00,8.0,0,0.0
21,1015.9,1019.0,23.2,16.6,66,2.4,350,4.3,350,0.0,0.0,...,0.00,8.0,0,0.0
22,1015.8,1019.0,22.7,16.7,69,1.9,360,5.0,20,0.0,0.0,...,0.00,...,0,...
23,1015.4,1018.6,22.4,16.6,70,2.4,350,3.8,360,0.0,0.0,...,0.00,10.0,0,0.0
24,1015.0,1018.2,21.9,16.4,71,2.5,340,4.8,360,0.0,0.0,...,0.00,...,0,...
01,1014.3,1017.5,21.4,15.8,70,3.0,360,5.7,30,0.0,0.0,...,0.00,...,0,...
02,1013.8,1017.0,21.4,16.2,72,1.9,360,3.9,10,0.0,0.0,...,0.00,10.0,0,0.0
03,1013.3,1016.5,21.0,15.7,72,1.6,350,3.8,10,0.0,0.0,...,0.00,...,0,...
04,1012.8,1016.0,20.9,15.8,73,1.6,10,3.5,360,0.0,0.0,...,0.00,...,0,...
05,1012.9,1016.1,20.5,16.0,75,1.8,360,3.6,10,0.0,0.0,...,0.00,10.0,0,0.0
06,1012.8,1016.0,20.5,16.5,78,2.7,360,4.1,340,0.0,0.0,0.0,0.00,...,0,...
07,1013.0,1016.2,21.1,17.0,77,2.9,360,5.0,20,0.0,0.0,0.5,0.15,...,0,...
08,1014.0,1017.1,23.0,17.1,69,0.1,0,3.7,360,0.0,0.0,1.0,0.82,10.0,1,0.0
09,1014.4,1017.5,25.3,16.3,57,1.0,330,2.7,40,0.0,0.0,1.0,1.58,7.0,2,0.0
10,1014.5,1017.6,26.7,16.3,53,1.9,320,3.8,330,0.0,0.0,1.0,2.27,...,4,0.0
11,1013.8,1016.9,27.4,16.6,52,3.3,290,6.1,270,0.0,0.0,1.0,2.63,6.0,5,1.0
12,1012.9,1016.0,28.5,17.0,50,2.9,300,5.9,300,0.0,0.0,1.0,2.93,...,6,1.0
13,1012.3,1015.4,28.0,15.5,47,3.3,280,7.4,280,0.0,0.0,1.0,2.93,...,6,1.0
14,1011.5,1014.6,28.0,15.9,48,4.4,300,7.5,300,0.0,0.0,1.0,2.40,15.0,5,1.0
15,1011.1,1014.2,27.7,16.6,51,4.5,300,8.7,280,0.0,0.0,1.0,1.96,...,3,1.0
16,1011.3,1014.4,26.4,17.3,57,3.6,340,9.1,310,0.0,0.0,1.0,1.19,...,1,0.0
17,1011.4,1014.5,25.1,17.8,64,4.6,350,9.9,360,0.0,0.0,1.0,0.40,20.0,0,1.0
18,1011.6,1014.7,24.2,19.2,74,4.3,350,10.2,360,0.0,0.0,0.0,0.00,...,0,...
19,1012.1,1015.2,23.9,19.6,77,3.7,350,7.7,340,0.0,0.0,0.0,0.00,...,0,...
20,1012.5,1015.6,23.8,19.6,77,4.1,350,6.9,340,0.0,0.0,...,0.00,10.0,0,0.0
21,1012.6,1015.7,23.5,19.7,79,3.6,350,6.1,330,0.0,0.0,...,0.00,10.0,0,4.0
22,1012.8,1015.9,23.2,19.7,81,2.7,360,5.8,20,0.0,0.0,...,0.00,...,0,...
23,1012.7,1015.8,23.3,19.8,81,3.1,360,5.0,10,0.0,0.0,...,0.00,7.0,0,0.0
24,1012.4,1015.5,23.0,20.0,83,2.7,350,4.8,340,0.0,0.0,...,0.00,...,0,...
01,1011.3,1014.4,22.8,19.9,84,2.9,10,4.7,20,0.0,0.0,...,0.00,...,0,...
02,1010.1,1013.2,22.5,19.7,84,3.7,360,6.9,30,0.0,0.0,...,0.00,7.0,0,8.0
03,1009.2,1012.3,22.6,19.6,83,3.5,360,7.3,30,0.0,0.0,...,0.00,...,0,...
04,1009.0,1012.1,22.6,18.6,78,2.7,360,7.0,360,0.0,0.0,...,0.00,...,0,...
05,1009.0,1012.1,22.3,18.6,80,3.6,350,6.7,350,0.0,0.0,...,0.00,5.0,0,4.0
06,1009.8,1012.9,22.4,17.9,76,3.7,350,6.8,350,0.0,0.0,0.0,0.00,...,0,...
07,1010.5,1013.6,22.5,18.4,78,3.7,360,6.8,350,0.0,0.0,0.2,0.08,...,0,...
08,1010.9,1014.0,23.9,18.7,73,3.6,10,7.0,20,0.0,0.0,1.0,0.87,5.0,1,3.0
09,1011.2,1014.3,26.0,18.6,64,5.1,350,8.1,340,0.0,0.0,1.0,1.61,7.0,2,4.0
10,1010.7,1013.8,27.5,18.6,58,5.7,350,10.0,360,0.0,0.0,0.7,1.82,...,4,7.0
11,1010.0,1013.1,29.7,19.2,53,2.3,360,8.3,10,0.0,0.0,0.4,1.95,7.0,5,9.0
12,1009.2,1012.3,30.4,18.0,48,3.3,360,9.5,350,0.0,0.0,0.1,1.83,...,5,9.0
13,1008.3,1011.3,31.2,19.2,49,3.2,340,8.0,360,0.0,0.0,0.3,2.08,...,5,9.0
14,1008.3,1011.4,29.8,21.3,60,2.1,330,7.8,330,0.0,0.0,0.2,1.41,9.0,3,10.0
15,1008.6,1011.7,27.9,21.7,69,2.0,280,5.0,330,0.0,0.0,0.0,0.45,...,1,10.0
16,1009.0,1012.1,26.5,21.9,76,3.0,310,6.5,280,T,0.6,0.0,0.00,...,0,10.0
17,1010.1,1013.2,26.0,21.9,78,2.0,340,6.8,310,0.0,0.0,0.0,0.00,5.0,0,10.0
